"","NI_V_1","NI_V_2","NI_V_3","NI_V_4","NI_V_5","NI_MKI_1","NI_MKI_2","NI_MKI_3","NI_MKI_4","NI_MKI_5"
"ENSMUSG00000000001",3170.89081455006,3952.5691958847,3761.85916581114,4146.90578489124,3831.96900587846,4111.73125702641,3719.95814595904,4485.66318625425,2667.34955243973,3947.9566778628
"ENSMUSG00000000028",118.459836147348,68.1699097737375,119.549333583901,101.292687846723,135.182475782669,115.656874668561,121.128827176513,69.2666579522922,144.68785970287,78.5068467559754
"ENSMUSG00000000037",6.50609960979045,13.0753343333181,7.32893632923897,3.25158531776697,3.51819462656489,5.52850778595506,1.48369579552436,3.83676160069101,5.55863461831078,24.3748076650593
"ENSMUSG00000000049",9.78355667073442,12.3835077606093,21.4102160651028,10.5317654980096,11.0824657717839,14.383232203139,19.1114019369319,6.81409574705827,10.8650234168284,13.4224642775882
"ENSMUSG00000000056",473.168448173074,525.768523554922,724.770493988551,833.350672144526,815.089926003351,834.745240180579,1018.11061789808,698.988874479139,581.473561231821,675.541073522346
"ENSMUSG00000000058",157.422794436478,171.694886087766,105.638173326591,166.520369769159,77.476530137183,79.238291916799,103.41448381553,44.8558276752151,72.9026329889334,81.4514060032724
"ENSMUSG00000000078",2698.50317334835,4227.13318427016,3228.22279883725,4740.6162241214,4170.44288885765,3569.52940786172,4045.21765361593,4690.37271827416,3151.70119352977,3864.91359821215
"ENSMUSG00000000085",169.413758357843,83.5321960302306,106.649112998194,88.4871834259853,150.551324724114,165.56099735202,74.1493119879641,111.167280955274,150.651181496532,126.412090886748
"ENSMUSG00000000088",3038.51629345144,3719.37173419229,3671.5151308903,6075.30814420349,3999.17875541571,2842.69075947543,5276.47084290998,3732.85951149287,4583.46736459796,3124.05190051604
"ENSMUSG00000000093",64.6565726320533,117.85820855735,34.9390992353282,20.5102552143196,24.8979062446427,55.4945919533977,34.148620465644,29.033960008856,50.9232415870365,46.5878704688858
"ENSMUSG00000000094",0.759519697824821,2.40115647152709,3.11037682877714,1.1100928784319,0,1.7182831381865,0,2.02470376910053,1.88573198306092,0.925755371944345
"ENSMUSG00000000120",78.1543687152163,121.18024982587,32.2014562786648,12.3565217752304,19.2184599579318,55.5734677731139,21.8502915785255,28.5228438053212,28.1110370224587,27.7297442814708
"ENSMUSG00000000125",87.6354777162961,55.1933424084333,91.6406205800095,75.5971161126625,81.1931171963476,105.918369572067,83.2148720234373,52.0112613290786,84.5625372608928,72.8205430821692
"ENSMUSG00000000126",14.1913769357219,30.8629051350846,12.4599098450725,6.74741051923532,19.5996105763979,16.1415172110027,4.43049063512915,12.2771758365517,6.61622046555029,12.890324320949
"ENSMUSG00000000127",108.352587783664,158.968674010353,132.522012561348,124.891125619169,119.083420948317,153.943438611475,160.33110674221,147.917720134362,97.5533106531954,86.8736122880376
"ENSMUSG00000000131",561.479476999775,443.556624224837,651.807476026842,329.433207936872,477.323882810149,496.139185761271,360.531995046439,503.782338159972,373.235487775555,656.087299155777
"ENSMUSG00000000134",216.62034137201,292.141382323473,388.788035981573,223.805815300296,433.716949752781,366.792527939324,345.064489509573,292.45323591648,192.972099810599,506.03344205379
"ENSMUSG00000000142",1067.24218882699,960.681354141667,733.90816270119,554.970857965781,777.644833020012,837.596548701967,491.110867477855,852.483227051304,665.900322469737,1067.42813511606
"ENSMUSG00000000148",131.276751670108,139.024792525441,174.38947931352,75.3545798267829,135.017868586071,139.556858887641,90.674418229799,142.593357463187,112.315686748345,151.803883634416
"ENSMUSG00000000149",442.451371540567,485.941958019105,354.067006111021,200.636540527772,279.984862230068,355.68475486021,283.241089184068,267.259716937269,319.560139877684,373.742327448396
"ENSMUSG00000000154",572.829211569031,802.723598622911,665.316927663584,843.915993575074,785.821937252103,586.586298536903,865.589567625141,956.655374215882,675.198626645862,750.411193326613
"ENSMUSG00000000159",638.776954897191,770.775589115144,858.277834557594,1641.36694506994,829.404053484635,607.780428654768,1137.84579289225,989.083033391309,1003.06764599358,640.501652705279
"ENSMUSG00000000167",12.4226061673961,5.14884109210556,3.80116702337726,6.53811274165938,7.45469168985427,1.04483786998624,8.61234580656558,3.90996198734315,5.67980882045733,3.04042733549706
"ENSMUSG00000000168",470.261346633361,585.829223374154,619.221171915666,426.983368341272,555.887380994797,565.224809283363,472.923481752724,372.733057423309,546.883560154856,457.763637147537
"ENSMUSG00000000171",2854.21802688897,3017.20941795745,3345.45945903985,7918.90539129731,3969.30815134556,2517.66016737767,5086.72964838801,3787.30245792508,5326.8260323157,2830.90297499656
"ENSMUSG00000000184",2365.86772356862,2796.52689383657,2690.00177077405,1648.12211594707,2094.92846783106,3027.38034319699,1856.98714322105,2017.4580695015,1694.32769328967,2185.11598738251
"ENSMUSG00000000194",899.304540411848,1197.62364422071,1138.57051770328,1395.54888557212,1252.15130589176,1121.26746745658,865.330613901393,1541.30625493591,927.617207247138,1251.39379115894
"ENSMUSG00000000197",10.8726997550633,17.1514849352235,8.37499247556338,3.23109483883318,3.48173505976794,10.7871719126267,3.30329408639063,0,2.81803626061548,5.53652887791488
"ENSMUSG00000000202",0,0,1.07537031092638,0,0,0.821397594611801,0,1.03656156667013,0,0
"ENSMUSG00000000204",8.17509348759255,7.22707281516994,37.9390205906374,89.6833204152356,31.7083879943617,11.3510102662046,23.6818536139109,41.3876177894701,29.1918636699793,12.6780244757362
"ENSMUSG00000000214",8.84377603953175,4.34821023861961,3.72095243510624,3.31447825052933,3.37091924304614,13.6723748172071,8.35689373726722,3.80470320821489,2.42749350270097,3.07277942315422
"ENSMUSG00000000216",0.767680232201276,0,1.04097658268854,0,1.13283669941922,0.875704916981497,0,1.00300530026163,0,0.92532107859227
"ENSMUSG00000000223",2.5939134853884,6.27573214768856,4.70772680316565,1.43510178115818,5.53265663322972,7.04113889617356,2.90956828238999,4.17078790674853,4.01017558361362,4.29741693113576
"ENSMUSG00000000244",53.6645914086949,9.33514839499219,26.146398470647,72.8423191701234,14.6825081292192,11.9628817658668,39.9021033951352,8.74272036879324,110.784738031153,8.18566870587528
"ENSMUSG00000000247",5.0303519937903,0,0.27595797457409,0,0,0,0.669250279185704,0,1.80164280561003,0
"ENSMUSG00000000248",0.65177096175535,4.56391541611336,2.58226266256934,6.97094681566259,0,1.49144328957416,3.58052044596293,0,2.30409632964405,0.764907162855111
"ENSMUSG00000000253",49.5258368700585,108.595711586542,31.203150146285,37.9331031215113,26.3682387409165,33.3031364457028,19.5124095476173,25.6348969449921,49.6967513709875,33.8983370392268
"ENSMUSG00000000266",397.71015190653,396.52832501184,418.611277311091,315.970881771998,331.232775849979,596.922629350735,285.387177102646,371.746712391547,278.89170188751,513.530071446559
"ENSMUSG00000000275",1306.52770266472,1786.77179738818,1833.80730683988,1794.10748772351,1582.66604571651,1637.26029022357,1246.80489172563,1806.07839091444,1074.9272737917,2146.1514228578
