"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","NI_V_1","NI_V_2","NI_V_4","NI_V_6","NI_V_7","I_V_1","I_V_2","I_V_4","I_V_5","I_V_6"
"ENSMUSG00000000290",1069.45539763089,2.56851867749899,0.460356016153995,4.43964358886302,9.01079789726777e-06,0.00163148485662698,-1.26661863138854,-0.871693739781531,-0.865571258415196,-1.2658951026058,-0.146497258422619,0.873912044865723,0.545863554334682,1.33585037260544,0.693217272316721,0.96743274649112
"ENSMUSG00000000409",412.345330710115,2.3270973010123,0.443692698004191,4.11323007357104,3.90161186896967e-05,0.00414475205232732,-1.24172895903073,-1.05120060125273,-1.09525669422974,-0.974476368738114,0.0643942728796922,0.752661519414244,0.625934314802712,1.28681741532123,0.461147121333444,1.17170797949999
"ENSMUSG00000000486",223.949264088406,2.36563445212925,0.469125885045845,4.21481439462414,2.49983690111636e-05,0.00333999999165501,-1.26701099957614,-0.591984716006737,-0.828855553936982,-1.36255652964047,-0.329311831254436,1.01221251380553,0.565469913203631,1.19220915546645,0.398242856551444,1.2115851913877
"ENSMUSG00000000594",1187.38740195935,1.00007149361054,0.281523410873772,3.50962305599946,0.000448742359270803,0.0244839326022549,-0.101886853784113,-0.652164931789309,-0.522642394791396,-1.57287453845927,-0.822687245268622,1.06573301060722,0.116504333665701,1.60890902598444,-0.271579621203801,1.15268921503916
"ENSMUSG00000000682",782.665063113358,2.4161651608913,0.471937787894051,4.37163717768046,1.23318331564808e-05,0.00197814935663109,-1.24726500929195,-0.859302104987935,-0.58052589747516,-1.25298323387139,-0.287305444231559,0.779587481233453,0.217178323609583,1.14516897614579,0.506286731816037,1.57916017705313
"ENSMUSG00000000791",59.5989021359518,3.28560578904901,0.533669621894216,4.82645805144648,1.38982651201755e-06,0.000454983817944358,-0.928207341164712,-0.928207341164712,-0.928207341164712,-0.54012392810137,-0.172748999298594,-0.928207341164712,0.711643625877136,1.4097113531065,0.947946535667067,1.35640077740811
"ENSMUSG00000000983",925.864560614536,2.56995820278234,0.518467444041262,3.75206021049441,0.000175387326526411,0.0120779028279807,-1.26350720323525,-0.994077907983323,-0.240456611752299,-1.17273151699866,-0.433060619848076,1.21362608363285,-0.10090364943732,0.578648514556561,1.02346658295613,1.38899632810938
"ENSMUSG00000001020",386.375068902567,1.98303751436776,0.450584200613947,4.14077450877128,3.46135100446045e-05,0.00393783911081915,-1.10691809534114,-0.934021133430402,-0.109631857200067,-1.16756794154512,-0.611314282546364,0.599773827768863,0.14871690214158,1.08593199703776,0.211534603237838,1.88349597987704
"ENSMUSG00000001128",416.786531659276,2.51770891063687,0.446404972164581,4.99274098453743,5.9528367193783e-07,0.000232901106867189,-0.494578478899164,-0.947352270704542,-0.726120243494795,-1.35665021374934,-0.664901952990327,1.2586278864467,0.104735773209168,0.936056164180691,0.316458474973855,1.57372486102776
"ENSMUSG00000001131",72.0734246198876,2.07370708846666,0.460607008870609,3.58368385265858,0.000338782105730123,0.0200531503985864,-0.87653883468672,-0.706354357713651,-0.847488080158616,-1.17934446365915,-0.604620024697446,1.40711233700301,-0.194943850976306,0.818645794811516,0.786778547849496,1.39675293222786
