"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000001",3974.19082855849,-0.213069911740308,0.23345884684511,-0.861956670336547,0.388711362075121,0.999930409475836
"ENSMUSG00000000003",13.9257903984484,-0.147628549509991,0.136284953283842,-0.536880964361816,NA,NA
"ENSMUSG00000000028",234.148633466803,0.117336856989845,0.273608678830402,0.549454143218405,0.582693826222541,0.999930409475836
"ENSMUSG00000000037",7.12987919850812,0.0817303873283818,0.261079710432233,0.46049519761777,0.645160817761193,0.999930409475836
"ENSMUSG00000000049",3.57229166975583,0.211283821364648,0.264027544614239,1.19706091455313,0.231282812887604,0.999930409475836
"ENSMUSG00000000056",759.902926551797,0.00376225149626457,0.284318736242318,0.272240564029455,0.78543705368058,0.999930409475836
"ENSMUSG00000000058",239.153675925974,0.0323714297213588,0.270745022511696,0.152659937080565,0.878666455935057,0.999930409475836
"ENSMUSG00000000078",3968.30110181276,-0.267216055407079,0.22337524383692,-1.13561433719882,0.256118005843949,0.999930409475836
"ENSMUSG00000000085",459.394398389167,0.294116920945764,0.297442635087315,0.833351991244795,0.404646242235445,0.999930409475836
"ENSMUSG00000000088",6621.29333891007,0.259382695609096,0.270848192969778,0.895473181883529,0.370534195548173,0.999930409475836
"ENSMUSG00000000093",53.7168018872124,0.155658529291033,0.279908766225867,0.43307361999192,0.664961286773108,0.999930409475836
"ENSMUSG00000000094",6.39773606479686,-0.0153772409938153,0.294662987419311,-0.285031359468031,0.775620116613741,0.999930409475836
"ENSMUSG00000000120",41.5875050081503,-0.20236145377776,0.298616392183535,-0.898067718784767,0.369149447768198,0.999930409475836
"ENSMUSG00000000125",5.58612993830471,-0.317633308407763,0.214988206472531,0.019138758419828,0.984730412337729,0.999930409475836
"ENSMUSG00000000126",11.2766510382356,-0.360393931965071,0.306128914081854,-1.44730073877652,0.147812712313344,0.999930409475836
"ENSMUSG00000000127",219.152183989506,-0.0130426053813538,0.237188863943832,0.0267929291320691,0.978624892930235,0.999930409475836
"ENSMUSG00000000131",913.536972918655,-0.301227000269786,0.223993196938052,-1.29802978744846,0.194277099344533,0.999930409475836
"ENSMUSG00000000134",510.666462063134,-0.138245231896476,0.253831575127483,-0.554791144350939,0.579037525060291,0.999930409475836
"ENSMUSG00000000142",515.422709695438,-0.306254596249843,0.305717847630325,-0.897883933854029,0.369247430825008,0.999930409475836
"ENSMUSG00000000148",171.610122826777,-0.119535744131105,0.177478885473993,-0.693109637379429,0.488240750076186,0.999930409475836
"ENSMUSG00000000149",527.809858080809,0.109804835410449,0.147989203387191,0.712596036771702,0.476095764904784,0.999930409475836
"ENSMUSG00000000154",823.718507692499,0.163617874169458,0.22646121601616,0.682608013769945,0.494854568885176,0.999930409475836
"ENSMUSG00000000157",5.1624911512967,-0.264065717054542,0.261934131330919,-0.856264784908977,0.391851335146744,0.999930409475836
"ENSMUSG00000000159",1192.70690601362,0.165031059405102,0.270224699437182,0.7353895350469,0.462102293375407,0.999930409475836
"ENSMUSG00000000167",24.0615960960722,0.0734908446454674,0.305622534171406,0.37482533328009,0.707790372327313,0.999930409475836
"ENSMUSG00000000168",1404.98340661611,-0.0308600928349126,0.264188125380757,-0.0540763104883797,0.956874366116546,0.999930409475836
"ENSMUSG00000000171",5947.4384925359,0.243778890820106,0.23956197598106,0.965058288273015,0.334515617615266,0.999930409475836
"ENSMUSG00000000182",1.53756877024013,-0.0260700371602249,0.231211764287972,-0.105091418455815,0.916303268677481,0.999930409475836
"ENSMUSG00000000184",4340.39466647319,0.225279493664764,0.283438182648099,0.661911215521181,0.508028123541747,0.999930409475836
"ENSMUSG00000000194",1225.5894264196,-0.289813207932856,0.239577456246269,-1.1341685182261,0.256723866851459,0.999930409475836
"ENSMUSG00000000197",3.5205546022773,0.0597428646613507,0.231341096531397,0.305733709407744,0.759807405073697,0.999930409475836
"ENSMUSG00000000202",3.70299422337742,0.153620874436667,0.26762706241385,0.59980632106769,0.548635320170104,0.999930409475836
"ENSMUSG00000000204",361.908506190199,-0.310582738583488,0.291196859292153,-0.797950681991511,0.424899110393851,0.999930409475836
"ENSMUSG00000000214",1.29989343789987,-0.105950956213819,0.132276477186805,-0.597592959052458,0.550111563426299,0.999930409475836
"ENSMUSG00000000215",72.5896994355227,0.0125688105605652,0.136737508120064,0.263282352490497,0.792332960673272,0.999930409475836
"ENSMUSG00000000216",115.605477901056,0.0160326926183986,0.289741050991444,0.137318659457344,0.890778922033209,0.999930409475836
"ENSMUSG00000000223",15.7157131809015,0.318603722336323,0.302369427752702,0.835858414693267,0.403234559444443,0.999930409475836
"ENSMUSG00000000244",31.2258692259325,0.295011089824846,0.293551255081448,0.875138912212918,0.381498326774878,0.999930409475836
"ENSMUSG00000000247",1.89135066425969,-0.0400713717949155,0.216469619317199,-0.197267745163487,0.843618018995855,0.999930409475836
"ENSMUSG00000000248",1.64142588464478,-0.118013184763785,0.233839657879409,-0.378336912730312,0.705180327340795,0.999930409475836
"ENSMUSG00000000253",144.46477925282,0.162505682173972,0.305600346954735,0.381889443280847,0.702543370965001,0.999930409475836
"ENSMUSG00000000266",527.784397471094,-0.0247533703821371,0.27152135029128,-0.0433759407391045,0.965401856155181,0.999930409475836
"ENSMUSG00000000275",2298.37061376931,-0.233764892010526,0.288032943795257,-0.710079943222124,0.47765456315047,0.999930409475836
"ENSMUSG00000000276",91.5450624022158,0.0642051665235774,0.282957845502671,0.186862129179891,0.851768732671896,0.999930409475836
"ENSMUSG00000000278",1126.18220551622,0.151693691829366,0.198497779989757,0.813147104406618,0.416133722325641,0.999930409475836
"ENSMUSG00000000282",348.772288143621,-0.225743404402725,0.271815518143157,-0.812862869009082,0.416296685271902,0.999930409475836
"ENSMUSG00000000290",1353.42896551721,-0.0267761569668569,0.298413053164743,-0.120418528039354,0.904151614944995,0.999930409475836
"ENSMUSG00000000295",265.812949097964,0.209137582321927,0.279623041994666,0.64838755254623,0.516734319089261,0.999930409475836
"ENSMUSG00000000296",1.72521065100854,-0.0767276375058753,0.133380008206522,-0.486651579637755,0.626505264345442,0.999930409475836
"ENSMUSG00000000301",68.8057482215447,0.0657893997884454,0.306455797219567,0.110706320240635,0.911849233964447,0.999930409475836
"ENSMUSG00000000303",12336.0699029884,-0.110804162043299,0.203638467560408,-0.52745827847507,0.597875382027118,0.999930409475836
"ENSMUSG00000000305",2.82564518055279,-0.113294031305313,0.275800160000786,-0.89849212538918,0.368923241515628,0.999930409475836
"ENSMUSG00000000308",13296.6179326178,0.0330145772227708,0.221905604024101,0.122024666567665,0.902879483149758,0.999930409475836
"ENSMUSG00000000317",18.3022592057305,-0.130758592153769,0.297352281554216,-0.48357756386698,0.628685700762111,0.999930409475836
"ENSMUSG00000000318",67.2822031347143,0.128054094972091,0.306183381829626,0.34621600650804,0.729180386278418,0.999930409475836
"ENSMUSG00000000320",24.3195003800655,-0.358012053002728,0.307539949924392,-1.45187491728613,0.146536388029291,0.999930409475836
"ENSMUSG00000000325",67.4573339080231,-0.272804666039606,0.305497351910164,-0.972941023953933,0.330582614310197,0.999930409475836
"ENSMUSG00000000326",1410.56694631568,0.0969247154137918,0.211421112924006,0.474593184845103,0.635076964795604,0.999930409475836
"ENSMUSG00000000339",542.081958940085,0.0939119787572583,0.187134250099858,0.502874637330871,0.61505241393049,0.999930409475836
"ENSMUSG00000000340",325.186551697133,-0.195377290785096,0.209896969536925,-0.892808123984082,0.371959935035587,0.999930409475836
"ENSMUSG00000000346",4533.52995667839,-0.0849345894827389,0.202687159411316,-0.426731794221747,0.669574690018974,0.999930409475836
"ENSMUSG00000000355",339.139818264486,0.289688266732211,0.248685710951992,1.10194769345631,0.270484412327084,0.999930409475836
"ENSMUSG00000000359",24.8700518025229,0.450469958273353,0.305611658286657,1.28033291338183,0.200428076928527,0.999930409475836
"ENSMUSG00000000374",1722.8537360998,-0.218665225085516,0.202648072716102,-1.03150908186209,0.3023021515482,0.999930409475836
"ENSMUSG00000000378",503.713355249395,-0.0289321581880491,0.2042652701304,-0.137793809998472,0.890403376598497,0.999930409475836
"ENSMUSG00000000384",955.868341694122,-0.131059430013477,0.271526135407298,-0.344452005668279,0.730506384007192,0.999930409475836
"ENSMUSG00000000385",8112.67936248515,0.273522449785438,0.300041708486443,0.846438974899185,0.397307903725048,0.999930409475836
"ENSMUSG00000000386",46.4461389151165,0.174536286569612,0.302244864609868,1.49782613225557,0.134178429431086,0.999930409475836
"ENSMUSG00000000392",30.8578713309774,0.424865696858862,0.296013908087683,1.14487435100284,0.252261210268126,0.999930409475836
"ENSMUSG00000000394",438.841785415558,0.0250284761226252,0.308741246185921,0.250459078541357,0.802232346948617,0.999930409475836
"ENSMUSG00000000399",1367.11194409162,0.242077274114033,0.171563143378402,1.43452065049432,0.151423740374353,0.999930409475836
"ENSMUSG00000000402",1.59639789805705,-0.142742858829756,0.157477342533942,-0.856667159410744,0.391628857881833,0.999930409475836
"ENSMUSG00000000409",528.0613119523,0.0452767394123559,0.304370292556498,0.0799070652224673,0.936311170566175,0.999930409475836
"ENSMUSG00000000416",85.4332341335272,0.25389936271784,0.29634410379266,0.693635930499031,0.487910554857365,0.999930409475836
"ENSMUSG00000000420",2694.84392883853,-0.324321884737756,0.265583819158687,-1.03853575460687,0.299020698289777,0.999930409475836
"ENSMUSG00000000439",274.002130312629,-0.0795436379078544,0.195336742685506,-0.391785423092858,0.695216766483569,0.999930409475836
"ENSMUSG00000000440",511.407062613813,-0.0701192343310283,0.294867091979922,-0.335981129274365,0.736885096803109,0.999930409475836
"ENSMUSG00000000441",1300.85121788738,-0.363621576629687,0.146747941873362,-2.43719079223055,0.0148018672404857,0.999930409475836
"ENSMUSG00000000486",301.215078387576,-0.085545752274602,0.302166774110627,-0.340047585769488,0.733820692596678,0.999930409475836
"ENSMUSG00000000489",106.633087863764,0.0654630077079898,0.252743682870631,0.142132823584609,0.886975091889619,0.999930409475836
"ENSMUSG00000000530",329.957410859604,-0.0178159069621192,0.271792406355278,-0.0763947131281524,0.939105075628473,0.999930409475836
"ENSMUSG00000000531",60.2873003798243,0.153065291965419,0.258833274376295,0.469900897404567,0.63842582312775,0.999930409475836
"ENSMUSG00000000532",1088.60312574023,0.0790584489481938,0.205826630368447,0.412684311219185,0.67983792081767,0.999930409475836
"ENSMUSG00000000538",859.26899894676,-0.252105359060233,0.299499191881094,-0.76648763722799,0.443386205114598,0.999930409475836
"ENSMUSG00000000544",11346.612500654,0.0141921493678335,0.131656446228173,0.140527520539045,0.888243209983371,0.999930409475836
"ENSMUSG00000000552",116.766683030906,0.191574397216946,0.270059984697861,0.555210615588683,0.578750608737718,0.999930409475836
"ENSMUSG00000000555",588.95375638235,-0.320816541220101,0.272093945112449,-1.30464577419726,0.192013493932818,0.999930409475836
"ENSMUSG00000000561",724.812017549729,-0.0847474235201088,0.232001024860345,-0.314570879535694,0.753087492210696,0.999930409475836
"ENSMUSG00000000562",10.6059024989569,-0.00259460918956136,0.294906487848877,-0.443239492426517,0.657592516365131,0.999930409475836
"ENSMUSG00000000563",6715.49472783146,0.21461602957467,0.237087245000164,0.873171279125856,0.382569726968746,0.999930409475836
"ENSMUSG00000000567",470.166005602301,0.243772582009972,0.256052794972651,0.759394840871966,0.44761639877858,0.999930409475836
"ENSMUSG00000000568",1715.17861722747,-0.192018705917134,0.211944750419824,-0.826397521389039,0.408578629004801,0.999930409475836
"ENSMUSG00000000579",7.94926120158063,0.0671879075550068,0.280298724202562,0.953419428377127,0.340377601500942,0.999930409475836
"ENSMUSG00000000581",829.186280015691,0.166277803196118,0.197261298518983,0.87277119259329,0.382787804383124,0.999930409475836
"ENSMUSG00000000594",1317.91304842729,0.32207217644138,0.244986405934675,1.19753280755189,0.231098948028387,0.999930409475836
"ENSMUSG00000000600",286.485409474601,-0.11653632714708,0.199202061188674,-0.557493769870251,0.57719011454717,0.999930409475836
"ENSMUSG00000000605",1107.55687846807,0.0272124304571773,0.145827299641743,0.165584690234196,0.868483796382385,0.999930409475836
"ENSMUSG00000000627",37.9236982591461,-0.312419327373322,0.302489297504601,-1.58733987870316,0.112435687900476,0.999930409475836
"ENSMUSG00000000628",5535.66409625364,-0.190390144696765,0.303963974777741,-0.817974293868781,0.413371865817015,0.999930409475836
"ENSMUSG00000000631",2948.80080668275,-0.0160605760050192,0.253383617117512,0.0233077946043165,0.981404754208834,0.999930409475836
"ENSMUSG00000000632",4.18882311460703,0.150351267835641,0.250606019004902,0.174064627693261,0.861814671796508,0.999930409475836
"ENSMUSG00000000673",5.28462080980826,0.180690634452438,0.248677931339234,1.12787836668536,0.259371291288187,0.999930409475836
"ENSMUSG00000000682",1163.01554081371,0.290420851542835,0.308789316059539,0.721707278281823,0.470474466335685,0.999930409475836
"ENSMUSG00000000686",39.0288645533995,0.195254927032375,0.275237886061097,0.64293462834483,0.520266518779374,0.999930409475836
"ENSMUSG00000000690",28.351675850148,-0.0557754336314939,0.277014012475566,-0.0188180890946582,0.98498622336708,0.999930409475836
"ENSMUSG00000000693",63.3636990178137,0.343699127555856,0.307671654851177,0.966102765721912,0.333992760744132,0.999930409475836
"ENSMUSG00000000706",9.97610666014661,-0.0954022356489168,0.282015360353467,-0.251540568480871,0.80139620107403,0.999930409475836
"ENSMUSG00000000708",771.628080824516,-0.202048221973847,0.271051815300961,-0.625650058487737,0.531544497140405,0.999930409475836
"ENSMUSG00000000711",1327.45057561935,0.000896917427713235,0.174990114516155,0.0363768912501115,0.970981840092446,0.999930409475836
"ENSMUSG00000000730",8.94642099888747,-0.197496600191627,0.288940796782756,-0.454570200369303,0.649418477397335,0.999930409475836
"ENSMUSG00000000731",0.745207892948562,-0.137335019813711,0.195465522020053,-0.36376424230916,0.716034066430817,0.999930409475836
"ENSMUSG00000000732",159.837195691186,-0.0426171774165212,0.245641701340926,-0.144166705625698,0.885368831314531,0.999930409475836
"ENSMUSG00000000738",1059.12887314551,-0.0112729048739515,0.145116112014345,-0.0874134524548451,0.930342876797372,0.999930409475836
"ENSMUSG00000000739",19.2466643890732,0.23844136451169,0.308491443182375,0.618143875841697,0.536480502253916,0.999930409475836
"ENSMUSG00000000740",3633.10383255927,0.245669519809934,0.274892614004415,0.747996304312368,0.454462386702216,0.999930409475836
"ENSMUSG00000000743",3478.52483887993,0.0717635161330206,0.236200625132226,0.324524299241121,0.74554112871449,0.999930409475836
"ENSMUSG00000000751",1079.05755851957,0.128300737061469,0.217559030424617,0.578968836841787,0.562610200729914,0.999930409475836
"ENSMUSG00000000753",76.1087350720867,-0.36845940392604,0.300153109434002,-1.080997523894,0.279698215071486,0.999930409475836
"ENSMUSG00000000759",392.734047617253,0.166575375075023,0.22894532102054,0.811200610088692,0.417250475334296,0.999930409475836
"ENSMUSG00000000776",175.029045059715,-0.200581245731736,0.23387943987848,-0.826391507673449,0.408582039261247,0.999930409475836
"ENSMUSG00000000782",216.422536531906,0.158670878408024,0.219538078738979,0.582870503371126,0.559980478636677,0.999930409475836
"ENSMUSG00000000787",5603.02764728065,-0.321019400183289,0.27689341407913,-1.09292767547699,0.274425555914725,0.999930409475836
"ENSMUSG00000000791",92.5184377606964,0.377312297306786,0.303287534829177,2.70831555785071,0.00676256891648435,0.999930409475836
"ENSMUSG00000000792",6.52683888761856,-0.007764704269432,0.281600913308923,-0.00426135577760311,0.996599940307333,0.999930409475836
"ENSMUSG00000000794",40.3896076000115,-0.254832728555946,0.307749941641727,-0.695007328775537,0.487050708703675,0.999930409475836
"ENSMUSG00000000804",633.7638086297,-0.257635324264269,0.30649900854668,-0.579251438455536,0.562419527228246,0.999930409475836
"ENSMUSG00000000805",5038.38017101668,0.0834327404888664,0.304556945481897,0.650982502300221,0.515057782147743,0.999930409475836
"ENSMUSG00000000811",106.795888309338,-0.242008695800739,0.252897728957011,-0.964577502391091,0.334756472323234,0.999930409475836
"ENSMUSG00000000817",48.6173816818759,0.147006600672654,0.308399850100216,0.376853811892004,0.706282247764092,0.999930409475836
"ENSMUSG00000000823",177.949224745399,0.197325468147074,0.298253391078937,0.731376992367381,0.464548914541003,0.999930409475836
