"","NI_V_1","NI_V_2","NI_V_4","NI_V_6","NI_V_7","I_V_1","I_V_2","I_V_4","I_V_5","I_V_6"
"ENSMUSG00000000001",3499.8069990298,4215.1704817972,2889.31488040596,3515.23154474716,4845.52845582777,5315.90872266466,4362.00473169904,5026.15437779394,4963.47670774473,3737.6729596243
"ENSMUSG00000000003",0,0,0,11529.6011782109,0.715633543646277,0,3.05824883914,234.719951875734,0,0
"ENSMUSG00000000028",79.1297545419418,270.307720886571,125.451070966093,131.42200915418,328.2401354383,229.043365289226,221.332484944018,351.587564923141,391.111595324817,376.796924155361
"ENSMUSG00000000037",5.95298775253435,39.0950749565529,53.6288462304341,16.1746991024749,29.4231716975065,5.75087648969317,21.8195890863126,1.72103698626929,3.90284755882694,0.937625586992347
"ENSMUSG00000000049",0,5.92125835275391,4.68091696742557,0.683796703430886,1.4503658600545,0,2.0190853524232,2.87282197431656,1.81736830816653,4.75763593479297
"ENSMUSG00000000056",1343.8539798246,1093.37029021749,281.867255167544,1203.15049264776,1304.81159398371,840.722845960132,774.099896838464,965.408541605631,1050.30890374999,791.01724267989
"ENSMUSG00000000058",290.840167653743,328.061230482789,185.810136429148,316.875668775923,364.763042369676,379.875148648087,319.699569537709,446.992132703563,266.204176898454,228.60129759752
"ENSMUSG00000000078",4136.66673795433,3585.61050102427,3688.97927196894,4595.5082962993,3957.00811794238,4709.87213763703,4424.40256898549,4809.20468652574,5334.13811725688,5413.72617034156
"ENSMUSG00000000085",567.31564186122,504.545218092685,611.152528224942,488.909334874508,561.54809305018,524.531964363665,646.165134977571,500.821519281273,601.80483110842,607.483963836036
"ENSMUSG00000000088",7468.20406971913,7447.1439416298,13852.4851051657,5898.77343248043,6538.35962920183,5942.07428509066,5960.58167672531,6680.47589689667,8014.41054913259,14345.2888390577
"ENSMUSG00000000093",60.0287183829467,77.545103010671,71.5040618239155,55.5101685110988,56.4235120752242,53.4931416797594,61.3526074613452,57.1758593312498,49.0818799963663,44.4283230645816
"ENSMUSG00000000094",10.0085459348417,7.47258496200604,3.52106721424783,3.16468574491548,4.21115188143434,11.7241508284845,7.79636507352748,7.54927217192568,3.44525461072274,2.79595306637355
"ENSMUSG00000000120",71.3341404411988,92.2343546433179,238.542457512329,95.2635425510486,61.6146744660987,46.7480774886134,48.5137414485844,59.2443175328414,41.45748512088,31.9452890485776
"ENSMUSG00000000125",2.18104189790238,0.915607577902194,3.50104883327478,1.5855120977485,0,0,1.55489327677514,0,1.39539880516839,0.952669393302487
"ENSMUSG00000000126",15.5942339358416,10.1516889387953,23.6662994888254,12.7673776137861,11.7634973183518,14.5188788432156,15.5166771160812,12.5104913530065,9.6485987275095,14.2026049780807
"ENSMUSG00000000127",300.298519461893,316.827880490088,284.11767140512,295.358603778461,330.375951059721,276.732361897718,299.899941880532,275.415459262883,350.956882035985,324.759575023535
"ENSMUSG00000000131",1016.28320051099,1063.68568928938,515.008573524757,1029.3720636667,1128.6142096466,1605.38855510621,1201.74411853923,1243.57717170203,1050.77534885577,729.71909322462
"ENSMUSG00000000134",724.746132538458,577.884072755188,298.176371958317,465.328770203066,576.412877266964,611.338307397847,596.85685322739,814.769892030712,666.909243985693,394.355540171974
"ENSMUSG00000000142",458.423123622834,732.951417575551,355.102348788346,707.515529466428,644.202723788541,546.097166866507,687.369385881688,357.062313552591,316.345326238754,193.688945607627
"ENSMUSG00000000148",283.161054542103,210.991002604387,234.361475998045,245.081906307041,205.52664600323,270.773617809774,195.607759074272,204.531674867108,185.573151611009,182.781257876298
"ENSMUSG00000000149",638.611841612736,611.067411097216,521.636166657839,538.944272954654,431.553430901946,691.191787684529,600.62867442713,597.659711313779,480.571338354108,586.876474467902
"ENSMUSG00000000154",1327.21276981519,1309.96930132373,1740.09827437451,1133.75817546776,1124.81102166952,784.253138139196,1032.02801265026,804.60580551309,804.658828186179,1000.05726741636
"ENSMUSG00000000157",0,0,0,0,0.685133533357449,9.54365003467182,0,8.1553236518117,2.28734496659163,33.6037739906518
