"","NI_V_1","NI_V_2","NI_V_4","NI_V_6","NI_V_7","NI_MKI_1","NI_MKI_2","NI_MKI_3","NI_MKI_4","NI_MKI_5","NI_MKI_6"
"ENSMUSG00000000001",11.7803335527255,12.0417252742314,11.4671872575747,11.8010905441692,12.252992669364,11.6906546094273,11.6786977901367,11.9896692888062,11.7236787444567,12.5314882772266,11.8879251583964
"ENSMUSG00000000003",4.88629489879487,4.88629489879487,4.88629489879487,13.4478795651301,5.10607489900945,4.88629489879487,4.88629489879487,4.88629489879487,4.88629489879487,4.88629489879487,5.16889978800484
"ENSMUSG00000000028",7.02947616187198,8.33539056753062,7.44702675278471,7.53629115610732,8.58301237385936,6.88410497804293,7.43759864782656,7.80905944247199,7.80617994976774,8.36443805274077,7.3706931488496
"ENSMUSG00000000037",5.59645947518481,6.61713073613109,6.85222457756879,6.04354157263805,6.41428756249651,6.43618371083433,6.23781071625515,5.90801245479261,5.92947891670529,6.02244932964914,6.26316550548505
"ENSMUSG00000000049",4.88629489879487,5.52913524295585,5.45111288373338,5.10769338272848,5.20786577951736,5.20693882165184,5.4535461504973,5.73681332473185,5.51512345079971,5.26648724115168,5.12428034786175
"ENSMUSG00000000056",10.3628072937249,10.0769070989355,8.28820666806602,10.2246788292719,10.3318193833863,9.91571098146909,10.2629121582481,9.89232274139438,10.3741829325108,10.3472583792575,10.6813213222318
"ENSMUSG00000000058",8.528009871661,8.67468394999712,7.96232344353598,8.64668516516637,8.81926986679251,9.18372512525658,8.62814158548673,8.50482645225842,8.52911106522674,8.44327852438025,8.76400379124533
"ENSMUSG00000000078",12.0125101673298,11.8065813716281,11.8078993532966,12.1767899287357,11.9593398114202,11.8782384011882,12.5034589616466,12.494164166921,12.1751316735838,11.894719542497,12.1194580787423
"ENSMUSG00000000085",9.28054339018617,9.12495547852601,9.33961496067759,9.09999161055056,9.27632999098348,9.22336769229116,9.02515633633345,9.3390725627883,8.7858763914069,9.31501135622911,9.30619992264098
"ENSMUSG00000000088",12.8382504076308,12.8313599759311,13.6818511353612,12.5155999628666,12.6580817600822,12.6872223344521,12.9101264719011,13.160506419002,13.4222270441563,12.5913499573909,12.75670293587
"ENSMUSG00000000093",6.74318055957782,6.96005823289056,6.86515946958919,6.68814724038702,6.69864025582502,6.74486621366347,6.5998536740836,7.05961038406157,6.83826984677911,6.75433980728493,6.46188032835224
"ENSMUSG00000000094",5.6943061894209,5.58605253992053,5.36257010993505,5.34701454924603,5.41617403203229,5.48751453347974,5.50069382641982,5.59115376933314,5.25305629602048,5.28783380153277,5.23967937216644
"ENSMUSG00000000120",6.896027981276,7.12647283345284,8.10044155215781,7.16854642864013,6.77756435253279,7.44529283486703,6.93008524738459,7.47142778300402,7.36526348957066,6.81693172761785,6.99818166428139
"ENSMUSG00000000125",5.26902733322781,5.13444997539803,5.36333648508526,5.21454614695963,4.88629489879487,5.23491800724009,5.13811464946064,5.349277591763,4.88629489879487,5.45191131049785,5.498535424323
"ENSMUSG00000000126",5.88727175785021,5.69862630401147,6.09062047937718,5.79969648705559,5.76278939947914,6.1081721280268,5.93697160875435,5.76002723951269,5.91646235864797,5.57406540755175,5.62980443357958
"ENSMUSG00000000127",8.47579855304436,8.5390386073022,8.37277051292127,8.46804073634033,8.60183201799413,7.97061417294171,7.98358242847586,8.49145003608469,8.42482231548684,8.2885373461021,8.47121685551724
"ENSMUSG00000000131",10.0631238656966,10.1227039982772,9.11699525364038,10.094579288062,10.2162327981166,10.079991985507,9.75837976876723,10.0739227043753,9.39016181223572,10.3802616825979,9.96569899426024
"ENSMUSG00000000134",9.54300035459763,9.24127449284464,8.37219923070278,8.97641002564039,9.24971218516767,9.19603354062385,8.96137901346674,8.69030069095789,8.92138338827124,9.55403099182261,9.20891866924258
"ENSMUSG00000000142",9.05528034091648,9.6710345987185,8.69316951852723,9.64007066225754,9.51061460906974,8.88256325996622,9.17014677154344,9.05262773167105,9.57174903093421,8.71589530924795,9.33077218648388
"ENSMUSG00000000148",8.33900159747443,7.99172045176968,8.08095003244145,8.17950781079923,7.97205486435946,8.3089383335998,8.22479679550262,8.02843191505101,7.98264401678621,7.91469637701363,8.25125001951041
"ENSMUSG00000000149",9.36590591627926,9.30524617268097,9.06325359081868,9.15703552739925,8.86709021712533,9.37518084866474,9.17613221408478,9.34251097458306,9.02159319613981,9.28944296427952,9.18068681170467
"ENSMUSG00000000154",10.3311571354956,10.3104007860239,10.6654038853481,10.128856527119,10.1136035262763,10.0833424143479,10.5085902865009,10.7954053475913,10.5415795545536,10.2727609799118,10.2311833894883
"ENSMUSG00000000159",9.40507629561872,10.0431342666931,10.3172910725203,9.92903266796076,10.3592000089199,9.56446184226419,9.85855777478625,10.0124316559435,10.4451305630791,9.97265627184577,10.114667142713
"ENSMUSG00000000167",5.93820230148129,5.88286253762372,6.07143951026258,5.85609691005408,6.21395157508411,6.17685437960391,6.36509733834405,5.9362632291409,6.07377400302058,5.80380843214353,5.94946832483027
"ENSMUSG00000000168",10.9222653082155,11.0338001829911,10.8194327158038,11.1407096299197,11.3156134062082,11.1266248098755,10.9329285704207,10.8398256468852,10.8112395530827,11.392386686442,11.090487663253
"ENSMUSG00000000171",12.8051274988941,12.7775433883773,13.2530145798502,12.3401062528062,12.4214273373968,12.5489400782925,12.8769793529802,12.9669795827897,13.4161803131975,12.6513188242504,12.5379826159166
"ENSMUSG00000000184",12.7090855995143,12.7090397274638,12.4583518236355,12.2745631384035,12.6494949329134,12.5086684257242,12.3688894442635,12.345204326361,12.208374090478,12.0582443704858,12.1381038469482
"ENSMUSG00000000194",10.8473550747033,10.8374391409398,9.94904339507804,10.8285378784785,10.8403871854034,10.3577046713917,10.7660548915016,10.4760170590047,10.6175603099152,10.9017367585945,10.491942290487
"ENSMUSG00000000197",5.48235098678755,5.87966539734836,6.510786041595,6.1169758968312,5.57756277863421,6.22518722079368,6.13244592469609,6.48192283974147,6.14105352702767,6.08124019589017,6.0603318766895
"ENSMUSG00000000202",5.29582362507231,4.88629489879487,5.38437799505737,4.88629489879487,5.39623096520897,4.88629489879487,5.29046229819649,4.88629489879487,5.12012635086186,5.35924185573986,5.18765752375554
"ENSMUSG00000000204",5.96266407376613,6.77979390146543,9.10643836234237,9.72285286831623,9.42747636157558,6.71375015873736,8.19888781575453,7.39161405341267,8.32052038621588,6.44496546084167,9.2766517920052
"ENSMUSG00000000214",5.22908691483599,5.26905753268695,5.40598400261652,5.24037848596268,5.1404920925011,5.19561786480476,5.423395128467,5.21890805065122,5.21544529707261,5.67986728412767,4.88629489879487
"ENSMUSG00000000216",9.66147948630235,7.63786301135104,8.56699678065604,7.896586940521,8.29376343369589,8.57602024390564,8.56714947706242,7.58563041490154,7.15594990059257,6.59097574163788,7.68302109661808
"ENSMUSG00000000223",5.73409392589298,5.8965014749249,5.88874005143978,5.77473024827595,6.17279554408684,6.11440640932587,5.80707357761089,5.85512822057019,6.07637758497275,6.11861123408163,5.81096924383444
"ENSMUSG00000000244",5.36855048448562,5.39038681297879,5.5674230060699,4.88629489879487,5.81575619779007,5.37355588435442,5.73632913740441,5.50925359689905,5.58985209346471,4.88629489879487,5.36010771739612
"ENSMUSG00000000247",6.38618886675323,4.88629489879487,5.22613720614741,5.15991692609451,5.16641651831067,5.09620449502569,5.18845962978099,5.11743041902336,5.20584557571313,5.35049601803982,5.79934967784463
"ENSMUSG00000000248",4.88629489879487,4.88629489879487,4.88629489879487,5.12295816078671,5.30514253564774,4.88629489879487,5.13388152931362,4.88629489879487,4.88629489879487,4.88629489879487,5.39161843210203
"ENSMUSG00000000253",9.35931815834894,8.89870473210565,9.11243917900116,9.1580359068328,8.18256079201707,9.11428149986245,9.26638421524534,9.10187939953336,9.42485054425206,9.01120097722325,9.26094388218256
"ENSMUSG00000000266",10.0370935538924,10.0163438719036,9.43932753387812,9.93640341022022,10.3332545304529,10.0972432610785,10.0198380102542,9.80899320143329,9.51436646031625,10.2499781015967,9.90760959760606
"ENSMUSG00000000275",11.2452167137447,10.9862316860782,10.9430993876496,11.8763502647162,11.8416436718139,11.1203744047809,11.5099014526753,11.3859036885215,11.2150303274876,11.2765247042836,11.4395689066548
"ENSMUSG00000000276",7.13062859288307,7.51720809010809,7.23798243822149,7.51699702725038,7.60760475903001,7.66876579741409,7.49921386173516,7.61316139560894,7.22985635172096,7.8246019840982,7.67292753719831
"ENSMUSG00000000278",9.23367187029135,9.67800792585595,9.4073237947314,9.20046308388685,10.0803942745271,9.22832842277016,9.35471058702663,9.81280632080364,9.74632282016145,10.4399921004282,9.23830774739023
"ENSMUSG00000000282",8.90241074357633,8.73838402883182,7.89275913815215,8.9580544933242,9.45601583403716,8.69841540749641,8.87076602034341,8.26823045527872,8.29749978147423,8.58221526044599,8.84024023396843
"ENSMUSG00000000290",6.95052172581164,7.62177162385918,7.60319853540644,6.9608050547711,8.94910426327227,7.18037179410808,6.79991690014519,7.27149631893144,7.60598693717244,8.91406764462778,6.88350726472222
"ENSMUSG00000000295",7.5833036911975,8.09843024010292,8.62896090771094,7.84351998719197,7.98977485608702,7.57600927349489,7.95397668110531,8.34245828685554,8.48153862105673,8.53261995928691,7.91971215623698
"ENSMUSG00000000296",4.88629489879487,4.88629489879487,4.88629489879487,4.88629489879487,4.88629489879487,5.3090694136249,4.88629489879487,5.75917244513278,4.88629489879487,5.58438355016484,4.88629489879487
"ENSMUSG00000000301",6.39683511289626,6.63714861127288,6.95477074813519,6.33954653065973,6.67180044998985,6.30950885139289,6.6066197474495,6.91942836726625,6.98997044337736,6.75815109895708,6.75651528804436
"ENSMUSG00000000303",14.5858320611868,14.2680629187636,13.7062939986057,14.1309121312291,14.0695245536755,14.2551295912985,14.2809384434853,14.2265412620263,14.0028546985197,14.1788882875985,14.020528474115
"ENSMUSG00000000305",5.76181289684089,5.55374912528608,5.7478769843278,5.63380860449659,6.1922271810257,5.57707810107795,5.53084033273468,7.08588323981537,5.55261449616261,5.34582078734327,5.42410666089968
"ENSMUSG00000000308",15.4084096927255,15.3212929427159,16.169052682397,14.7813789506274,14.81805444677,15.2836386580759,15.0347231894695,15.1005190975276,15.7193620525812,14.6292047270357,14.9885086297882
"ENSMUSG00000000317",5.96808325610189,5.9620818098866,5.90669924882983,6.11535762483684,6.25997877019637,6.44331970260363,5.67270442423459,6.06575752301676,6.00892506315951,5.84851226148021,5.87019425730287
"ENSMUSG00000000318",5.61696603090993,6.25551800542992,6.30029575859851,6.24237865935704,6.58259927959261,6.50926399231769,5.7255487279134,6.57266032574401,6.62124106880669,5.96761069759439,5.69457187990297
"ENSMUSG00000000320",5.66305845737399,5.8444328368476,5.69170424162152,5.88964164016612,6.31609036097154,5.71988244820784,5.81240124060076,5.54150572011794,5.74711776515251,5.75616118182118,5.99126442626175
"ENSMUSG00000000325",7.87873271792351,7.28599381660037,7.36795982290458,7.28275013101669,7.12470038195665,7.4857637833502,6.37001937368137,7.19108449412307,7.19715272326393,7.46977985324002,7.29842114671975
"ENSMUSG00000000326",11.0702938162477,10.867640003173,10.6811870031837,10.6073148725292,10.6224937066479,10.8904621526918,10.840201337532,10.6701973168509,11.017149804212,10.4955141212437,10.6259713725388
"ENSMUSG00000000339",9.01981584041857,9.32774860010169,9.46085426679236,9.14216371344094,9.25577170059445,9.02307735255086,9.36519344503292,9.62564857987959,9.53159010464939,9.68777726875294,9.24971899607303
"ENSMUSG00000000340",9.38194148771376,9.62968128424552,9.40692191367024,9.61039565664941,9.51522141135988,9.51108984368832,9.39208565676574,9.36874868950117,9.4396198040768,9.44061550517132,9.5422731889463
"ENSMUSG00000000346",12.4348468705217,12.3121949727487,13.018623477937,12.2329857233631,12.2410894963028,12.3566769833167,12.3691750578035,12.5099010958746,12.6113299871887,12.3618937809,12.3778246771514
"ENSMUSG00000000355",8.38781338633239,8.50282538151298,9.0459620388216,8.27194134129714,8.5270068648623,8.46025457998096,8.52283050502543,8.47191905255686,8.78670490208315,8.66259508384803,8.46808577627296
"ENSMUSG00000000359",6.29911319395822,6.15265022517451,6.18983168003516,6.36033486309365,5.96870047706173,6.15941846742821,6.5592310535416,6.20751813288875,6.39232702733365,5.99069376323701,6.30149683270859
"ENSMUSG00000000365",5.41718550185466,4.88629489879487,5.40960900609115,4.88629489879487,4.88629489879487,4.88629489879487,4.88629489879487,4.88629489879487,4.88629489879487,5.47118635193865,5.33646213907555
"ENSMUSG00000000374",11.1554980301872,11.4233160759236,10.5122419576687,11.1239679051034,11.426099639388,11.2124171840532,11.2279333919209,11.1845335646421,11.1058316389891,11.2199717780011,11.2579143773183
"ENSMUSG00000000378",9.08535244869833,8.88669503905206,9.0250881675527,9.05010283842696,9.12596821900482,8.94432557328264,8.85026879443736,9.21239290629668,9.06685654345803,9.26264458929244,9.05901152286685
"ENSMUSG00000000384",10.3209992548619,10.2854963550436,9.72546215408774,9.96578328908272,10.3847543455274,10.0665998272114,10.3234112526198,9.80020416512912,9.74537536762868,10.9250805134039,10.294881289715
"ENSMUSG00000000385",13.7373994098487,13.5861326066151,13.4791841764784,13.4220774270273,13.674074235027,13.3293899730719,13.4630958347803,13.53113672781,14.0491530472428,13.1445332438693,13.3174173858176
"ENSMUSG00000000386",5.50756669534534,5.76184819525791,6.41171412789413,6.41417351339546,6.44727637767982,5.71573233142799,6.0114053521092,6.68830248132751,6.17353088419262,6.06152613988696,5.86702580321161
"ENSMUSG00000000392",6.08296736054156,5.87535771965072,6.90819182944461,5.93109791392139,6.51934097919312,6.56401284570802,6.67951543219199,6.6217769089933,6.1706292913013,5.79562598523303,6.30553902810294
"ENSMUSG00000000394",9.88088049129136,9.69285320592928,9.56184311814344,10.4281603773249,9.59022174297386,9.75143684167688,10.6142446171506,9.85775080205693,10.2759255702826,9.97611182621268,9.81985266864899
"ENSMUSG00000000399",10.8711785733873,10.7964447719795,10.8207798540513,10.6711876107397,10.8994091568018,10.7028517665817,11.0475106461482,10.7723908891511,11.072435537241,11.2012703248474,10.7000914180821
"ENSMUSG00000000402",5.26552010572743,5.13160024451424,5.26672622495948,5.22353497715682,5.68810762730351,4.88629489879487,4.88629489879487,5.41381121553871,5.24461045428011,5.69466545668325,5.24888707529445
"ENSMUSG00000000409",6.232883670225,6.51225209622811,6.42730387061226,6.63666424370919,8.29727152019075,6.48740725225823,6.54535041127733,6.59203339481893,7.56387967185481,7.78513496213723,6.26162213402645
"ENSMUSG00000000416",9.14389748420306,7.97616199063276,8.39273702153493,9.10889214794225,8.64851516282454,8.10086976118814,8.90152868108536,8.18655454502111,8.77319732170699,8.21195558673324,9.01908682955162
"ENSMUSG00000000420",11.0089914209921,11.0472370646657,10.1524113880704,11.1225626087261,11.7717537994585,11.0115134210283,11.1234630023597,10.7785732342109,10.558448402357,11.6216069668123,11.2519441734192
"ENSMUSG00000000439",8.71268133396073,8.72831249231203,8.66559970007478,8.61393335678394,8.31101604280908,8.71804122042602,8.59090897429095,8.7807488023971,8.56072253347999,8.34267888585152,8.71409863339759
"ENSMUSG00000000440",8.93773927370374,8.95268189111403,9.51176228818839,9.02530853822009,9.18432418294291,9.37455941326439,8.66794476878223,9.1128396160929,9.2623655986904,9.32688701689074,9.09055140357392
"ENSMUSG00000000441",10.4075694737676,10.6195708447983,10.1939157139499,10.9026261013893,10.6261623418599,10.4917010584681,10.7434151611225,10.3869711204607,10.7492877884282,10.7052020204753,10.5544249417383
"ENSMUSG00000000486",6.16358329621714,7.05131937147037,6.71225641694527,6.04656933691177,7.41775860866626,6.64310907640642,5.65724088484294,6.50277528605332,7.15709429156863,5.58913165668643,6.14730212281801
"ENSMUSG00000000489",7.2743468091154,7.46541462603871,7.14491097785089,7.15538590527402,7.09665233316309,7.55551850415025,7.15543883039721,7.23104060510972,6.94573313327881,7.05231262949034,6.97117591469794
"ENSMUSG00000000530",8.90405336712617,8.21950383817051,7.48570306030617,8.47010567332124,8.88525821693682,9.17928387306747,8.57989860304978,8.33407514011364,8.14976512067245,8.49549942512834,8.09830792298266
"ENSMUSG00000000531",6.51014818614405,6.45625800950071,6.59937504021075,6.68630466741414,6.46315234124751,6.90523449527989,6.61168957116062,6.2129993967838,6.41479623134343,6.36711584601179,6.33481462987364
"ENSMUSG00000000532",11.2961656904364,11.2124295163773,9.86561952494763,11.1629546111507,10.8638324488853,11.280180257982,11.0272059465498,10.4576064314506,10.5869679781408,10.5511465182236,11.3119548089579
